date,open,close,high,low,volume
2023-09-26,4609.69,4592.6,4621.13,4592.6,510475398.0
2023-09-27,4591.71,4608.98,4637.67,4591.54,551832171.0
2023-09-28,4621.4,4621.41,4631.1,4608.98,556494450.0
2023-10-09,4612.89,4609.57,4620.58,4573.06,618569965.0
2023-10-10,4621.0,4587.27,4627.74,4584.3,619297305.0
2023-10-11,4601.79,4597.76,4624.62,4585.82,636825547.0
2023-10-12,4625.41,4634.92,4636.87,4610.12,647260723.0
2023-10-13,4610.72,4600.13,4611.95,4587.75,629650118.0
2023-10-16,4602.74,4560.09,4602.9,4542.91,654832056.0
2023-10-17,4565.61,4566.25,4567.75,4540.15,603223945.0
2023-10-18,4554.25,4511.9,4554.25,4509.83,629171847.0
2023-10-19,4487.25,4439.93,4500.32,4439.43,666629556.0
2023-10-20,4420.67,4402.69,4444.47,4395.48,605855306.0
2023-10-23,4387.77,4327.13,4387.77,4305.13,629904303.0
2023-10-24,4339.4,4373.52,4381.06,4317.89,677927850.0
2023-10-25,4409.04,4409.52,4435.52,4405.12,736843788.0
2023-10-26,4385.57,4426.1,4428.87,4375.34,691860291.0
2023-10-27,4411.35,4490.1,4506.29,4404.5,760823383.0
2023-10-30,4479.85,4533.61,4543.03,4479.77,815051957.0
2023-10-31,4531.76,4515.15,4532.92,4496.34,740313334.0
2023-11-01,4536.24,4513.0,4536.81,4503.85,652168533.0
2023-11-02,4518.71,4477.81,4531.78,4477.61,637911025.0
2023-11-03,4483.1,4523.67,4537.55,4483.1,647439719.0
2023-11-06,4552.04,4601.01,4602.09,4552.04,849016024.0
2023-11-07,4592.66,4603.61,4614.63,4578.77,777223019.0
2023-11-08,4596.46,4604.26,4620.81,4577.62,810828155.0
2023-11-09,4597.3,4590.52,4620.51,4580.84,742952422.0
2023-11-10,4571.91,4567.89,4575.3,4550.36,645206319.0
2023-11-13,4579.26,4585.24,4588.9,4558.82,677835392.0
2023-11-14,4585.27,4601.29,4610.23,4581.85,700212437.0
2023-11-15,4639.24,4629.33,4643.37,4616.65,738696903.0
2023-11-16,4618.34,4587.87,4623.55,4587.87,659226370.0
2023-11-17,4576.48,4602.61,4603.42,4570.2,649742763.0
2023-11-20,4607.03,4627.68,4633.41,4585.89,709291407.0
2023-11-21,4637.42,4617.59,4658.88,4609.98,816565930.0
2023-11-22,4602.79,4567.24,4615.26,4567.24,733928891.0
2023-11-23,4562.2,4600.5,4602.18,4550.05,687256722.0
2023-11-24,4598.8,4558.18,4598.8,4549.67,698050937.0
2023-11-27,4552.15,4541.56,4552.88,4517.96,690663381.0
2023-11-28,4537.21,4559.44,4559.89,4521.46,618138867.0
2023-11-29,4558.11,4527.06,4558.6,4520.54,632891891.0
2023-11-30,4522.14,4522.11,4532.98,4495.22,635522963.0
2023-12-01,4519.57,4531.14,4540.41,4493.37,672087671.0
2023-12-04,4532.38,4516.04,4541.65,4515.87,675272031.0
2023-12-05,4504.3,4431.26,4504.3,4431.26,664266174.0
2023-12-06,4421.8,4445.61,4473.28,4417.11,666837522.0
2023-12-07,4440.21,4437.89,4454.04,4416.08,659654482.0
2023-12-08,4438.24,4433.67,4454.24,4429.23,770007972.0
2023-12-11,4411.71,4473.18,4478.18,4376.57,762077206.0
2023-12-12,4466.72,4483.39,4484.82,4462.42,648210005.0
2023-12-13,4474.87,4429.42,4474.87,4429.42,635719606.0
2023-12-14,4448.11,4410.01,4466.29,4408.69,623651548.0
2023-12-15,4421.63,4390.01,4438.08,4382.88,632257560.0
2023-12-18,4377.83,4350.38,4390.32,4342.0,629742964.0
2023-12-19,4346.2,4354.54,4369.41,4324.84,569187583.0
2023-12-20,4357.33,4300.24,4361.89,4300.24,574178132.0
2023-12-21,4283.51,4334.65,4344.81,4265.01,630036972.0
2023-12-22,4333.61,4310.39,4356.5,4297.62,671187946.0
2023-12-25,4302.5,4314.54,4320.9,4290.52,524908956.0
2023-12-26,4312.54,4270.44,4312.54,4258.02,520744496.0
2023-12-27,4273.56,4292.67,4298.36,4256.86,554532126.0
2023-12-28,4288.55,4379.77,4392.9,4282.06,728454312.0
2023-12-29,4375.04,4421.96,4422.57,4373.97,665416001.0
2024-01-02,4421.16,4390.83,4421.16,4390.83,673663501.0
2024-01-03,4381.09,4376.82,4395.63,4352.73,636569579.0
2024-01-04,4371.91,4344.0,4371.91,4322.58,576956283.0
2024-01-05,4339.09,4292.79,4358.88,4273.72,647034572.0
2024-01-08,4284.11,4219.12,4287.43,4219.12,589853465.0
2024-01-09,4223.17,4231.06,4255.95,4205.93,595675450.0
2024-01-10,4219.32,4204.0,4248.38,4180.88,567430228.0
2024-01-11,4200.44,4252.17,4267.01,4195.58,619643003.0
2024-01-12,4242.29,4230.09,4274.61,4230.0,609412516.0
2024-01-15,4214.45,4223.36,4256.1,4200.0,548663132.0
2024-01-16,4217.56,4228.42,4234.76,4173.99,629035843.0
2024-01-17,4218.84,4127.42,4218.84,4127.42,575455981.0
2024-01-18,4106.02,4147.01,4149.98,4026.27,809373125.0
2024-01-19,4136.06,4117.72,4157.19,4108.7,579937365.0
2024-01-22,4109.05,3966.84,4109.05,3938.36,748632728.0
2024-01-23,3955.15,3997.06,4016.17,3920.57,663841828.0
2024-01-24,4013.73,4052.89,4057.77,3926.46,750252261.0
2024-01-25,4051.59,4161.78,4162.63,4039.32,851539906.0
2024-01-26,4147.8,4142.73,4177.28,4129.7,805114218.0
2024-01-29,4146.55,4065.92,4158.67,4065.92,780809561.0
2024-01-30,4040.43,3971.53,4052.85,3969.37,648555229.0
2024-01-31,3950.09,3874.62,3974.54,3869.07,785480272.0
2024-02-01,3853.82,3856.96,3917.52,3816.39,731425009.0
2024-02-02,3860.43,3765.66,3887.32,3665.49,871935911.0
2024-02-05,3739.28,3666.37,3751.84,3565.87,997550028.0
2024-02-06,3624.39,3827.76,3853.5,3607.16,1069509129.0
2024-02-07,3832.97,3895.0,3916.53,3807.06,1139278756.0
2024-02-08,3907.2,3985.4,3994.01,3902.89,1130630860.0
2024-02-19,4030.86,4041.51,4042.41,3991.63,992572226.0
2024-02-20,4027.32,4057.94,4064.33,4000.66,768544039.0
2024-02-21,4028.39,4100.1,4170.94,4015.07,960593439.0
2024-02-22,4095.24,4150.67,4150.67,4091.26,788129900.0
2024-02-23,4160.73,4187.61,4190.5,4134.04,873239357.0
2024-02-26,4189.34,4182.33,4225.45,4164.63,938315478.0
2024-02-27,4166.39,4262.19,4262.19,4157.15,878533774.0
2024-02-28,4268.86,4136.21,4305.98,4136.21,1273851806.0
2024-02-29,4112.49,4251.41,4251.41,4112.49,949427841.0
2024-03-01,4255.26,4286.5,4293.58,4235.29,895779709.0
2024-03-04,4291.01,4296.9,4301.39,4245.9,894908528.0
2024-03-05,4273.07,4286.67,4297.79,4261.03,872171202.0
2024-03-06,4271.67,4288.04,4322.58,4255.46,785002419.0
2024-03-07,4290.01,4249.46,4318.2,4249.02,860049753.0
2024-03-08,4250.62,4285.62,4291.99,4230.92,733547766.0
2024-03-11,4282.43,4352.16,4352.16,4282.27,831702185.0
2024-03-12,4357.8,4368.39,4380.32,4331.41,957076077.0
2024-03-13,4367.81,4358.35,4386.22,4337.22,870148208.0
2024-03-14,4356.81,4339.61,4383.03,4307.55,849340795.0
2024-03-15,4329.0,4372.02,4373.13,4313.45,815854667.0
2024-03-18,4383.71,4430.66,4430.81,4381.96,946609673.0
2024-03-19,4419.3,4401.3,4442.06,4401.3,894132937.0
2024-03-20,4392.73,4424.51,4426.9,4392.73,838005120.0
2024-03-21,4434.01,4420.66,4442.97,4404.29,901606743.0
2024-03-22,4409.66,4370.85,4415.14,4339.9,936099925.0
2024-03-25,4359.03,4309.05,4387.15,4309.05,892409736.0
2024-03-26,4305.15,4314.0,4328.56,4271.73,808396548.0
2024-03-27,4306.94,4221.59,4307.12,4221.59,790560478.0
2024-03-28,4216.56,4275.62,4313.28,4216.56,813736704.0
2024-03-29,4272.81,4310.67,4310.69,4267.02,762788353.0
2024-04-01,4327.13,4392.63,4392.72,4327.13,870856095.0
2024-04-02,4389.92,4374.78,4389.92,4356.74,876702623.0
2024-04-03,4368.65,4353.74,4372.45,4335.41,834499418.0
2024-04-08,4338.35,4293.42,4347.06,4293.32,859914104.0
2024-04-09,4288.84,4315.47,4316.4,4277.57,726000863.0
2024-04-10,4308.54,4258.49,4308.54,4233.57,772641784.0
2024-04-11,4232.2,4265.38,4297.89,4229.23,741060882.0
2024-04-12,4266.65,4235.38,4283.34,4229.08,729961539.0
2024-04-15,4225.88,4249.41,4277.43,4174.38,980530762.0
2024-04-16,4223.53,4126.45,4232.8,4124.33,960372923.0
2024-04-17,4138.98,4251.51,4251.51,4138.98,897486577.0
2024-04-18,4237.95,4253.33,4294.83,4224.2,877397239.0
2024-04-19,4230.89,4226.22,4258.49,4205.68,793558706.0
2024-04-22,4210.95,4204.4,4245.16,4194.63,754913251.0
2024-04-23,4198.56,4183.7,4213.13,4175.1,704297580.0
2024-04-24,4188.8,4226.65,4226.65,4178.65,706633219.0
2024-04-25,4211.82,4234.66,4257.41,4208.58,692539438.0
2024-04-26,4232.74,4305.35,4309.24,4232.74,956368363.0
2024-04-29,4306.88,4380.75,4390.81,4306.88,1065281195.0
2024-04-30,4375.57,4353.88,4382.71,4351.78,947127321.0
2024-05-06,4406.74,4428.17,4431.2,4404.94,957806998.0
2024-05-07,4427.55,4435.58,4440.9,4416.66,858153997.0
2024-05-08,4423.97,4387.87,4423.97,4384.88,779809101.0
2024-05-09,4387.31,4441.63,4448.23,4387.31,796845828.0
2024-05-10,4446.17,4425.06,4452.64,4401.11,838675959.0
2024-05-13,4398.31,4400.23,4417.25,4372.43,820546177.0
2024-05-14,4403.3,4405.66,4424.24,4390.03,738924323.0
2024-05-15,4397.76,4366.65,4399.28,4363.41,709512066.0
2024-05-16,4377.28,4375.15,4401.41,4364.82,795535069.0
2024-05-17,4373.02,4424.81,4424.81,4365.07,838466772.0
2024-05-20,4427.56,4444.14,4452.78,4426.09,921749501.0
2024-05-21,4433.79,4414.56,4434.36,4400.55,750393843.0
2024-05-22,4411.79,4420.67,4427.53,4406.7,763950136.0
2024-05-23,4405.54,4348.25,4405.54,4339.14,790536656.0
2024-05-24,4336.77,4302.13,4365.54,4301.18,687496832.0
2024-05-27,4308.69,4343.26,4344.58,4286.09,705402440.0
2024-05-28,4336.65,4305.39,4343.54,4301.38,690096492.0
2024-05-29,4300.77,4311.23,4332.96,4295.08,663813456.0
2024-05-30,4300.88,4288.48,4323.12,4280.13,672449933.0
2024-05-31,4291.88,4288.11,4317.16,4288.11,639963713.0
2024-06-03,4284.3,4264.53,4294.17,4237.6,769720432.0
2024-06-04,4254.01,4285.91,4292.44,4235.6,692239181.0
2024-06-05,4275.4,4240.09,4288.93,4240.09,643413677.0
2024-06-06,4246.58,4190.2,4258.51,4178.44,830332879.0
2024-06-07,4203.02,4192.82,4223.36,4158.24,677188186.0
2024-06-11,4172.73,4184.72,4193.59,4148.57,634088425.0
2024-06-12,4179.21,4201.18,4209.17,4178.2,604327883.0
2024-06-13,4203.18,4176.73,4204.57,4169.08,641199088.0
2024-06-14,4164.45,4188.78,4194.03,4152.97,708472764.0
2024-06-17,4167.82,4182.15,4191.34,4165.06,618958719.0
2024-06-18,4180.58,4207.65,4210.22,4180.58,623831413.0
2024-06-19,4207.91,4177.57,4208.78,4175.63,589780936.0
2024-06-20,4171.67,4124.0,4184.53,4121.27,642003470.0
2024-06-21,4112.78,4119.17,4137.42,4098.62,550105505.0
2024-06-24,4093.13,4045.24,4096.22,4043.18,643478957.0
2024-06-25,4043.55,4022.65,4058.85,3999.24,592946173.0
2024-06-26,4015.02,4081.94,4086.49,4001.77,620535884.0
2024-06-27,4065.42,4024.88,4065.42,4024.87,590874987.0
2024-06-28,4013.81,4039.97,4079.14,4013.81,655765399.0
2024-07-01,4037.25,4070.44,4075.5,4015.49,617457268.0
2024-07-02,4066.5,4055.67,4080.39,4044.72,624977082.0
2024-07-03,4053.33,4032.86,4055.58,4026.73,562910833.0
2024-07-04,4036.68,3979.92,4049.7,3977.65,596537399.0
2024-07-05,3974.96,3989.44,3997.68,3940.2,554168608.0
2024-07-08,3978.86,3928.15,3978.86,3919.41,581229871.0
2024-07-09,3922.6,3989.07,3997.55,3896.0,684400186.0
2024-07-10,3972.61,3969.79,4000.43,3963.47,633195505.0
2024-07-11,4009.06,4041.79,4043.08,3994.38,728515722.0
2024-07-12,4032.69,4036.84,4048.28,4025.91,644318833.0
2024-07-15,4025.79,4016.26,4030.57,4008.84,578486254.0
2024-07-16,4007.03,4033.05,4034.9,3999.56,563290301.0
2024-07-17,4028.76,4013.72,4033.32,4007.07,602303220.0
2024-07-18,3988.98,4028.92,4029.23,3966.88,594123956.0
2024-07-19,4007.86,4042.73,4051.17,4003.74,574624212.0
2024-07-22,4042.23,4032.86,4046.27,4009.21,572531377.0
2024-07-23,4029.34,3939.51,4029.45,3939.51,614495268.0
2024-07-24,3928.89,3899.95,3950.29,3892.18,621600860.0
2024-07-25,3881.19,3891.1,3911.67,3870.25,558599980.0
2024-07-26,3895.98,3927.62,3934.16,3895.98,583268951.0
2024-07-29,3927.47,3914.44,3930.02,3909.94,559525051.0
2024-07-30,3903.7,3906.45,3912.68,3879.88,581056480.0
2024-07-31,3901.52,4020.58,4021.54,3900.45,871826198.0
2024-08-01,4023.47,4003.24,4038.69,3994.78,748120954.0
2024-08-02,3973.72,3956.12,4009.82,3952.11,701099265.0
2024-08-05,3929.3,3883.97,3988.75,3883.97,775697734.0
2024-08-06,3917.13,3912.69,3933.8,3878.44,668675992.0
2024-08-07,3907.81,3912.14,3935.24,3898.5,594596335.0
2024-08-08,3899.61,3909.42,3936.77,3873.79,648951086.0
2024-08-09,3925.67,3888.78,3940.63,3888.78,622496582.0
2024-08-12,3884.33,3875.28,3894.7,3865.52,556655026.0
2024-08-13,3875.1,3890.66,3890.66,3854.08,518300498.0
2024-08-14,3889.19,3858.53,3889.3,3858.53,505976865.0
2024-08-15,3848.98,3894.41,3917.46,3844.78,649229733.0
2024-08-16,3896.1,3886.64,3908.63,3881.62,636344788.0
2024-08-19,3882.55,3892.44,3922.09,3882.52,613420312.0
2024-08-20,3894.23,3845.22,3895.41,3833.68,622744853.0
2024-08-21,3833.26,3831.52,3851.07,3827.14,549914859.0
2024-08-22,3832.2,3800.87,3836.89,3796.7,583577355.0
2024-08-23,3792.02,3806.93,3819.02,3784.5,547285674.0
2024-08-26,3809.28,3814.97,3820.65,3800.27,550722120.0
2024-08-27,3804.07,3778.92,3804.07,3772.17,547572413.0
2024-08-28,3770.1,3772.0,3787.75,3762.3,529522407.0
2024-08-29,3757.21,3793.0,3804.8,3753.89,628675145.0
2024-08-30,3790.26,3854.74,3896.33,3790.26,889307984.0
2024-09-02,3844.85,3786.0,3848.75,3786.0,747700160.0
2024-09-03,3782.64,3809.5,3821.15,3782.64,618021124.0
2024-09-04,3785.8,3787.36,3816.28,3780.49,586026115.0
2024-09-05,3788.85,3804.18,3818.27,3788.8,566627219.0
2024-09-06,3807.39,3758.18,3813.51,3757.69,587282733.0
2024-09-09,3740.35,3725.79,3749.71,3710.58,566740713.0
2024-09-10,3727.57,3732.97,3745.59,3686.51,586809861.0
2024-09-11,3720.04,3723.93,3737.4,3708.91,534160672.0
2024-09-12,3727.53,3710.27,3751.88,3710.0,555169446.0
2024-09-13,3712.21,3681.44,3721.67,3681.44,576681725.0
2024-09-18,3680.86,3684.16,3695.4,3645.47,559068555.0
2024-09-19,3695.8,3731.52,3755.19,3668.21,703151764.0
2024-09-20,3728.7,3727.81,3733.76,3701.94,639431265.0
2024-09-23,3726.38,3736.57,3757.17,3718.38,596324909.0
2024-09-24,3763.74,3888.2,3888.2,3743.68,1028447221.0
2024-09-25,3937.08,3937.57,4018.9,3929.52,1238874129.0
2024-09-26,3932.37,4096.24,4096.24,3927.42,1242010209.0
2024-09-27,4171.25,4293.11,4307.56,4156.48,1390083126.0
2024-09-30,4472.62,4706.77,4728.12,4410.82,2335252206.0
2024-10-08,5252.33,5037.01,5252.33,4803.32,2790991512.0
2024-10-09,4919.83,4661.71,4953.11,4647.74,2196311518.0
2024-10-10,4691.92,4670.36,4806.51,4583.83,1740290762.0
2024-10-11,4636.58,4514.19,4636.58,4465.19,1324901632.0
2024-10-14,4544.02,4629.51,4640.85,4480.55,1358401182.0
2024-10-15,4605.51,4524.67,4664.29,4524.67,1325160694.0
2024-10-16,4463.27,4515.43,4570.5,4462.08,1178600477.0
2024-10-17,4544.02,4480.87,4580.92,4480.27,1253750513.0
2024-10-18,4470.93,4647.3,4738.52,4465.21,1602976284.0
2024-10-21,4676.29,4696.8,4754.59,4635.88,1589162270.0
2024-10-22,4691.76,4728.44,4750.7,4673.88,1459948051.0
2024-10-23,4722.36,4744.8,4800.63,4707.35,1524218796.0
2024-10-24,4719.35,4705.98,4730.78,4686.1,1218570613.0
2024-10-25,4713.29,4767.43,4804.27,4713.29,1407608296.0
2024-10-28,4771.43,4822.49,4822.49,4747.66,1575771232.0
2024-10-29,4836.74,4763.81,4849.52,4762.36,1695963263.0
2024-10-30,4740.11,4755.97,4784.82,4713.7,1538372227.0
2024-10-31,4759.98,4794.14,4821.8,4738.3,1822005603.0
2024-11-01,4784.11,4723.34,4806.9,4710.93,1964188063.0
2024-11-04,4721.47,4803.01,4803.01,4721.47,1443016543.0
2024-11-05,4800.05,4943.21,4946.83,4791.43,1838197639.0
2024-11-06,4958.41,4946.63,5011.89,4917.02,2037961776.0
2024-11-07,4904.13,5071.74,5071.74,4897.9,2108901721.0
2024-11-08,5125.97,5049.45,5141.45,5036.96,2130913166.0
2024-11-11,5020.36,5118.28,5119.06,5016.63,1841594644.0
2024-11-12,5124.9,5059.11,5159.24,5018.43,1847968523.0
2024-11-13,5028.87,5072.36,5076.18,4993.36,1484463593.0
2024-11-14,5058.79,4949.25,5067.91,4943.46,1379498518.0
2024-11-15,4930.13,4847.63,4971.44,4847.63,1386924200.0
2024-11-18,4865.6,4780.66,4891.19,4754.56,1550037832.0
2024-11-19,4783.71,4854.4,4854.67,4731.25,1337742636.0
2024-11-20,4841.73,4906.8,4921.52,4836.02,1321247640.0
2024-11-21,4896.98,4912.67,4929.43,4874.43,1292080304.0
2024-11-22,4902.51,4746.37,4915.21,4746.37,1487052067.0
2024-11-25,4756.72,4749.14,4772.41,4686.57,1254632989.0
2024-11-26,4737.22,4718.85,4777.59,4716.81,1134408239.0
2024-11-27,4698.09,4806.63,4806.72,4654.27,1254361228.0
2024-11-28,4806.11,4778.97,4824.45,4771.49,1303142213.0
2024-11-29,4770.93,4845.9,4891.61,4765.15,1403942838.0
2024-12-02,4844.46,4917.31,4925.43,4841.64,1538677461.0
2024-12-03,4920.37,4921.12,4940.23,4880.59,1529241097.0
2024-12-04,4915.78,4875.11,4927.28,4854.73,1479090845.0
2024-12-05,4857.37,4898.18,4909.6,4857.37,1316211882.0
2024-12-06,4902.86,4956.57,4981.02,4884.13,1646858726.0
2024-12-09,4954.83,4940.24,4977.75,4909.44,1566689056.0
2024-12-10,5092.82,4977.83,5098.63,4970.01,1883288273.0
2024-12-11,4964.14,5006.7,5010.41,4963.95,1623928152.0
2024-12-12,5006.41,5053.03,5055.89,4987.91,1666341816.0
2024-12-13,5020.25,4947.39,5020.25,4945.73,1771860492.0
2024-12-16,4945.77,4908.61,4954.11,4890.77,1524006712.0
2024-12-17,4898.89,4845.44,4914.91,4839.59,1401319221.0
2024-12-18,4855.37,4875.99,4902.6,4842.55,1232363984.0
2024-12-19,4829.8,4880.27,4891.95,4819.97,1254101726.0
2024-12-20,4870.12,4891.54,4927.26,4870.12,1202868883.0
2024-12-23,4888.82,4812.5,4898.81,4807.31,1326732092.0
2024-12-24,4818.22,4867.73,4868.15,4810.01,1112984403.0
2024-12-25,4867.17,4829.76,4868.58,4797.78,1117745288.0
2024-12-26,4822.56,4857.74,4869.63,4818.33,995866520.0
2024-12-27,4859.23,4864.18,4910.19,4851.18,1159076101.0
2024-12-30,4856.4,4859.79,4876.22,4838.06,1039669137.0
2024-12-31,4860.19,4750.67,4866.08,4750.67,1124030355.0
2025-01-02,4744.65,4625.11,4748.53,4589.84,1217113564.0
2025-01-03,4632.29,4523.12,4642.26,4518.41,1175460981.0
2025-01-06,4516.66,4509.93,4547.6,4478.73,995087792.0
2025-01-07,4506.7,4567.61,4568.65,4496.29,977757038.0
2025-01-08,4548.82,4559.04,4587.56,4458.94,1134976517.0
2025-01-09,4541.99,4558.51,4582.66,4537.89,968232883.0
2025-01-10,4553.7,4475.61,4577.75,4475.61,997867871.0
2025-01-13,4433.5,4472.6,4497.66,4430.16,859159765.0
2025-01-14,4484.89,4632.23,4636.11,4477.35,1139642513.0
2025-01-15,4624.8,4604.12,4634.85,4594.44,1012922092.0
2025-01-16,4625.51,4620.34,4681.83,4585.62,1091909049.0
2025-01-17,4603.79,4636.07,4663.31,4596.77,941980512.0
2025-01-20,4664.88,4663.53,4696.86,4650.35,974335006.0
2025-01-21,4686.92,4671.06,4689.79,4638.42,963198300.0
2025-01-22,4653.67,4627.98,4653.67,4612.22,880132340.0
2025-01-23,4669.96,4623.63,4718.39,4623.63,1086161030.0
2025-01-24,4610.86,4674.23,4679.5,4610.79,968113802.0
2025-01-27,4681.77,4632.67,4697.71,4632.67,900656657.0
2025-02-05,4670.6,4639.2,4672.86,4622.01,972023182.0
2025-02-06,4631.98,4728.58,4728.94,4627.33,1154193500.0
2025-02-07,4730.5,4796.04,4834.57,4723.51,1464537468.0
2025-02-10,4807.76,4839.79,4842.08,4789.88,1346371192.0
2025-02-11,4841.85,4819.45,4841.85,4799.89,1261592831.0
2025-02-12,4808.02,4876.28,4876.28,4805.9,1254270924.0
2025-02-13,4873.18,4844.65,4893.06,4840.68,1386541040.0
2025-02-14,4836.77,4875.07,4879.73,4831.59,1298683910.0
2025-02-17,4896.58,4899.83,4908.37,4862.54,1434584605.0
2025-02-18,4890.98,4820.19,4902.47,4804.2,1379501299.0
2025-02-19,4814.15,4893.41,4893.83,4814.15,1233674463.0
2025-02-20,4890.08,4905.71,4916.48,4876.48,1269099224.0
2025-02-21,4915.43,4973.11,4975.58,4893.41,1494606961.0
2025-02-24,4968.73,4971.26,4992.87,4938.06,1458111477.0
2025-02-25,4913.45,4930.3,4973.57,4907.09,1318710470.0
2025-02-26,4940.08,4986.89,4986.89,4937.63,1376454747.0
2025-02-27,4987.28,4983.16,5003.87,4920.68,1448969533.0
2025-02-28,4958.41,4847.41,4962.12,4839.68,1371045920.0
2025-03-03,4860.48,4853.2,4916.24,4828.55,1207581427.0
2025-03-04,4819.37,4882.45,4884.66,4817.46,1050519770.0
2025-03-05,4883.83,4905.03,4905.74,4856.59,1115091062.0
2025-03-06,4930.04,4985.97,4996.83,4927.47,1342606269.0
2025-03-07,4970.4,4964.77,5000.68,4944.7,1319270722.0
2025-03-10,4969.71,4961.58,4981.24,4927.54,1109294459.0
2025-03-11,4904.99,4980.13,4980.13,4903.39,1095706476.0
2025-03-12,4995.34,4979.87,5018.3,4974.85,1237889820.0
2025-03-13,4974.68,4935.97,4986.36,4903.59,1226943007.0
2025-03-14,4938.91,5037.25,5037.25,4934.48,1323224547.0
2025-03-17,5053.52,5042.84,5060.88,5035.17,1198572451.0
2025-03-18,5058.23,5060.94,5072.93,5041.09,1104813792.0
2025-03-19,5050.99,5045.48,5068.08,5024.87,1079289207.0
2025-03-20,5041.69,5015.24,5051.18,5010.16,1090813398.0
2025-03-21,4999.38,4931.82,5015.47,4918.38,1231515001.0
2025-03-24,4931.16,4918.64,4939.75,4854.94,1219340116.0
2025-03-25,4917.0,4899.42,4930.47,4884.67,1040547663.0
2025-03-26,4891.21,4905.47,4928.96,4891.21,973229318.0
2025-03-27,4892.97,4906.85,4942.55,4863.65,964426841.0
2025-03-28,4903.07,4868.75,4913.97,4863.66,944701458.0
2025-03-31,4846.6,4826.86,4864.12,4786.24,1017504511.0
2025-04-01,4836.02,4844.53,4870.53,4833.93,909988163.0
2025-04-02,4839.12,4847.56,4873.51,4837.57,791883821.0
2025-04-03,4796.18,4809.73,4851.08,4787.75,906459083.0
2025-04-07,4546.0,4365.18,4584.54,4298.05,1375059912.0
2025-04-08,4358.74,4409.98,4430.04,4338.35,1459463927.0
2025-04-09,4346.44,4486.47,4499.47,4252.82,1530963008.0
2025-04-10,4565.49,4571.47,4616.73,4542.22,1367162008.0
2025-04-11,4552.55,4603.03,4633.44,4548.98,1095540828.0
2025-04-14,4643.61,4643.07,4669.47,4630.44,1069951051.0
2025-04-15,4642.06,4637.01,4645.94,4608.86,917241100.0
2025-04-16,4628.09,4612.72,4628.39,4551.67,959657628.0
2025-04-17,4589.04,4617.88,4639.93,4586.32,852883822.0
2025-04-18,4607.26,4616.84,4626.12,4590.13,824088891.0
2025-04-21,4611.0,4668.91,4671.17,4599.14,894974597.0
2025-04-22,4663.4,4665.27,4684.87,4658.98,951267365.0
2025-04-23,4686.34,4681.08,4699.46,4669.43,1003824369.0
2025-04-24,4678.99,4658.58,4696.7,4642.83,946324836.0
2025-04-25,4665.36,4667.56,4692.12,4653.26,964701689.0
2025-04-28,4664.27,4639.9,4664.53,4633.04,936829164.0
2025-04-29,4628.12,4649.04,4661.01,4620.82,866119545.0
2025-04-30,4651.32,4666.8,4678.13,4649.78,968549281.0
2025-05-06,4698.67,4751.8,4751.9,4694.62,1082387256.0
2025-05-07,4811.2,4775.75,4818.92,4745.33,1196808622.0
2025-05-08,4760.75,4807.39,4815.61,4755.42,1041665521.0
2025-05-09,4802.6,4773.33,4802.6,4758.56,968654046.0
2025-05-12,4800.79,4834.22,4834.22,4793.55,971603299.0
2025-05-13,4870.09,4831.24,4870.09,4825.05,988159648.0
2025-05-14,4828.0,4864.48,4888.83,4815.35,1042249910.0
2025-05-15,4853.7,4807.4,4853.7,4805.36,953482199.0
2025-05-16,4795.97,4805.37,4817.61,4792.05,895213295.0
2025-05-19,4804.57,4812.05,4818.21,4774.53,918165176.0
2025-05-20,4817.05,4843.57,4852.42,4807.68,962428555.0
2025-05-21,4840.09,4846.77,4857.68,4836.35,951909955.0
2025-05-22,4835.74,4816.98,4849.63,4812.97,907662923.0
2025-05-23,4811.74,4771.62,4845.16,4771.62,924130654.0
2025-05-26,4767.27,4776.18,4793.24,4751.39,801676176.0
2025-05-27,4772.13,4761.07,4773.97,4744.34,810553890.0
2025-05-28,4762.97,4751.01,4771.09,4744.82,838108141.0
2025-05-29,4749.61,4805.66,4809.76,4748.76,967529454.0
2025-05-30,4794.3,4764.6,4795.18,4762.45,939197525.0
2025-06-03,4751.05,4788.37,4794.81,4751.05,919944250.0
2025-06-04,4791.18,4821.11,4824.82,4791.18,930842778.0
2025-06-05,4823.93,4840.08,4846.6,4809.56,989999365.0
2025-06-06,4838.71,4834.86,4844.93,4825.5,901780538.0
2025-06-09,4841.39,4870.43,4875.76,4838.11,1000354448.0
2025-06-10,4872.57,4836.67,4873.41,4801.56,1137749108.0
2025-06-11,4839.72,4866.33,4885.71,4839.72,999143714.0
2025-06-12,4854.47,4868.92,4876.4,4844.89,973772477.0
2025-06-13,4853.85,4813.2,4859.19,4803.48,1163749315.0
2025-06-16,4799.65,4838.23,4838.99,4799.65,944511761.0
2025-06-17,4841.55,4832.05,4850.54,4819.96,952828523.0
2025-06-18,4826.02,4830.93,4834.73,4804.79,935073968.0
2025-06-19,4822.5,4772.14,4830.33,4761.1,992913876.0
2025-06-20,4765.93,4754.83,4786.43,4752.44,837761802.0
2025-06-23,4731.75,4794.14,4801.53,4731.74,894581330.0
2025-06-24,4799.03,4868.08,4868.23,4799.03,1097552611.0
2025-06-25,4873.14,4933.59,4936.47,4867.23,1199124745.0
